#time, dark_ADC, dark_V, active_ADC, active_V, temp_ADC, temp_F, batt_ADC, batt_V, diff_ADC, diff_V
2022-04-06 13:25:03, 16, 0.013, 50, 0.040, 788, 63.5, 3177, 2.560, 34, 0.027, 63.230, *
2022-04-06 13:25:08, 14, 0.011, 50, 0.040, 791, 63.7, 3163, 2.549, 36, 0.029, 64.932, *
2022-04-06 13:25:13, 18, 0.015, 52, 0.042, 790, 63.7, 3168, 2.553, 34, 0.027, 63.230, *
2022-04-06 13:25:18, 20, 0.016, 59, 0.048, 790, 63.7, 3164, 2.550, 39, 0.031, 67.484, *
2022-04-06 13:25:23, 17, 0.014, 45, 0.036, 786, 63.3, 3058, 2.464, 28, 0.023, 58.126, *
2022-04-06 13:25:28, 17, 0.014, 53, 0.043, 790, 63.7, 3171, 2.555, 36, 0.029, 64.932, *
2022-04-06 13:25:33, 17, 0.014, 50, 0.040, 792, 63.8, 3177, 2.560, 33, 0.027, 62.379, *
2022-04-06 13:25:38, 59, 0.048, 93, 0.075, 792, 63.8, 3168, 2.553, 34, 0.027, 63.230, *
2022-04-06 13:25:43, 40, 0.032, 71, 0.057, 791, 63.7, 3165, 2.551, 31, 0.025, 60.678, *
2022-04-06 13:25:48, 37, 0.030, 68, 0.055, 789, 63.6, 3087, 2.488, 31, 0.025, 60.678, *
2022-04-06 13:25:53, 42, 0.034, 72, 0.058, 792, 63.8, 3170, 2.555, 30, 0.024, 59.827, *
2022-04-06 13:25:58, 29, 0.023, 61, 0.049, 792, 63.8, 3170, 2.555, 32, 0.026, 61.529, *
2022-04-06 13:26:03, 41, 0.033, 70, 0.056, 791, 63.7, 3158, 2.545, 29, 0.023, 58.977, *
2022-04-06 13:26:08, 45, 0.036, 71, 0.057, 792, 63.8, 3163, 2.549, 26, 0.021, 56.425, *
2022-04-06 13:26:13, 41, 0.033, 74, 0.060, 792, 63.8, 3159, 2.546, 33, 0.027, 62.379, *
2022-04-06 13:26:18, 48, 0.039, 79, 0.064, 792, 63.8, 3148, 2.537, 31, 0.025, 60.678, *
2022-04-06 13:26:23, 44, 0.035, 71, 0.057, 791, 63.7, 3144, 2.534, 27, 0.022, 57.275, *
2022-04-06 13:26:28, 43, 0.035, 73, 0.059, 797, 64.2, 3145, 2.534, 30, 0.024, 59.827, *
2022-04-06 13:26:33, 0, 0.000, 3, 0.002, 793, 63.9, 3178, 2.561, 3, 0.002, 36.858, *
2022-04-06 13:13:08, 559, 0.450, 587, 0.473, 739, 59.6, 3446, 2.777, 28, 0.023, 58.126, *
2022-04-06 13:13:13, 663, 0.534, 708, 0.571, 739, 59.6, 3479, 2.804, 45, 0.036, 72.588, *
2022-04-06 13:13:18, 789, 0.636, 820, 0.661, 738, 59.5, 3472, 2.798, 31, 0.025, 60.678, *
2022-04-06 13:13:23, 610, 0.492, 674, 0.543, 738, 59.5, 3594, 2.896, 64, 0.052, 88.751, *
2022-04-06 13:13:28, 781, 0.629, 802, 0.646, 738, 59.5, 3623, 2.920, 21, 0.017, 52.171, *
2022-04-06 13:13:33, 164, 0.132, 147, 0.118, 742, 59.8, 3625, 2.921, -17, -0.014, 19.844, *
2022-04-06 13:13:38, 1, 0.001, 0, 0.000, 742, 59.8, 3622, 2.919, -1, -0.001, 33.456, *
2022-04-06 13:13:43, 193, 0.156, 225, 0.181, 743, 59.9, 3555, 2.865, 32, 0.026, 61.529, *
2022-04-06 13:13:48, 143, 0.115, 189, 0.152, 742, 59.8, 3615, 2.913, 46, 0.037, 73.439, *
2022-04-06 13:13:53, 94, 0.076, 108, 0.087, 744, 60.0, 3614, 2.912, 14, 0.011, 46.216, *
2022-04-06 13:13:58, 0, 0.000, 184, 0.148, 746, 60.1, 3620, 2.917, 184, 0.148, 190.835
2022-04-06 13:14:03, 0, 0.000, 100, 0.081, 746, 60.1, 3621, 2.918, 100, 0.081, 119.376
2022-04-06 13:14:08, 0, 0.000, 106, 0.085, 744, 60.0, 3614, 2.912, 106, 0.085, 124.481
2022-04-06 13:14:13, 0, 0.000, 105, 0.085, 747, 60.2, 3557, 2.866, 105, 0.085, 123.630
2022-04-06 13:14:18, 0, 0.000, 137, 0.110, 746, 60.1, 3615, 2.913, 137, 0.110, 150.852
2022-04-06 13:14:23, 0, 0.000, 162, 0.131, 749, 60.4, 3614, 2.912, 162, 0.131, 172.120
2022-04-06 13:14:28, 0, 0.000, 137, 0.110, 748, 60.3, 3613, 2.912, 137, 0.110, 150.852
2022-04-06 13:14:33, 0, 0.000, 127, 0.102, 748, 60.3, 3611, 2.910, 127, 0.102, 142.345
2022-04-06 13:14:38, 0, 0.000, 117, 0.094, 749, 60.4, 3609, 2.908, 117, 0.094, 133.838
2022-04-06 13:14:43, 0, 0.000, 112, 0.090, 749, 60.4, 3606, 2.906, 112, 0.090, 129.585
2022-04-06 13:14:48, 0, 0.000, 104, 0.084, 751, 60.5, 3608, 2.908, 104, 0.084, 122.779
2022-04-06 13:14:53, 0, 0.000, 107, 0.086, 750, 60.4, 3603, 2.904, 107, 0.086, 125.331
2022-04-06 13:14:58, 0, 0.000, 159, 0.128, 751, 60.5, 3604, 2.904, 159, 0.128, 169.568
2022-04-06 13:15:03, 0, 0.000, 138, 0.111, 751, 60.5, 3544, 2.856, 138, 0.111, 151.703
2022-04-06 13:15:08, 0, 0.000, 113, 0.091, 751, 60.5, 3603, 2.904, 113, 0.091, 130.436
2022-04-06 13:15:13, 0, 0.000, 108, 0.087, 752, 60.6, 3604, 2.904, 108, 0.087, 126.182
2022-04-06 13:15:18, 0, 0.000, 101, 0.081, 752, 60.6, 3602, 2.903, 101, 0.081, 120.227
2022-04-06 13:15:23, 0, 0.000, 81, 0.065, 752, 60.6, 3600, 2.901, 81, 0.065, 103.213
2022-04-06 13:15:28, 0, 0.000, 117, 0.094, 753, 60.7, 3600, 2.901, 117, 0.094, 133.838
2022-04-06 13:15:33, 0, 0.000, 143, 0.115, 753, 60.7, 3599, 2.900, 143, 0.115, 155.957
2022-04-06 13:15:38, 0, 0.000, 123, 0.099, 753, 60.7, 3599, 2.900, 123, 0.099, 138.943
2022-04-06 13:15:43, 0, 0.000, 120, 0.097, 754, 60.8, 3599, 2.900, 120, 0.097, 136.390
2022-04-06 13:15:48, 0, 0.000, 117, 0.094, 755, 60.8, 3598, 2.899, 117, 0.094, 133.838
2022-04-06 13:15:53, 0, 0.000, 100, 0.081, 755, 60.8, 3599, 2.900, 100, 0.081, 119.376
2022-04-06 13:15:58, 0, 0.000, 98, 0.079, 755, 60.8, 3595, 2.897, 98, 0.079, 117.675
2022-04-06 13:16:03, 0, 0.000, 60, 0.048, 756, 60.9, 3595, 2.897, 60, 0.048, 85.348, *
2022-04-06 13:16:08, 0, 0.000, 52, 0.042, 758, 61.1, 3538, 2.851, 52, 0.042, 78.543, *
2022-04-06 13:16:13, 0, 0.000, 72, 0.058, 758, 61.1, 3591, 2.894, 72, 0.058, 95.557, *
2022-04-06 13:16:18, 0, 0.000, 112, 0.090, 757, 61.0, 3594, 2.896, 112, 0.090, 129.585
2022-04-06 13:16:23, 0, 0.000, 113, 0.091, 759, 61.2, 3587, 2.891, 113, 0.091, 130.436
2022-04-06 13:16:28, 0, 0.000, 114, 0.092, 760, 61.2, 3586, 2.890, 114, 0.092, 131.286
2022-04-06 13:16:33, 0, 0.000, 127, 0.102, 760, 61.2, 3584, 2.888, 127, 0.102, 142.345
2022-04-06 13:16:38, 0, 0.000, 115, 0.093, 760, 61.2, 3470, 2.796, 115, 0.093, 132.137
2022-04-06 13:16:43, 0, 0.000, 126, 0.102, 763, 61.5, 3585, 2.889, 126, 0.102, 141.495
2022-04-06 13:16:48, 0, 0.000, 130, 0.105, 762, 61.4, 3580, 2.885, 130, 0.105, 144.897
2022-04-06 13:16:53, 0, 0.000, 125, 0.101, 764, 61.6, 3583, 2.887, 125, 0.101, 140.644
2022-04-06 13:16:58, 0, 0.000, 129, 0.104, 762, 61.4, 3518, 2.835, 129, 0.104, 144.047
2022-04-06 13:17:03, 0, 0.000, 127, 0.102, 764, 61.6, 3576, 2.882, 127, 0.102, 142.345
2022-04-06 13:17:08, 0, 0.000, 120, 0.097, 766, 61.7, 3579, 2.884, 120, 0.097, 136.390
2022-04-06 13:17:13, 0, 0.000, 120, 0.097, 765, 61.6, 3574, 2.880, 120, 0.097, 136.390
2022-04-06 13:17:18, 0, 0.000, 123, 0.099, 766, 61.7, 3575, 2.881, 123, 0.099, 138.943
2022-04-06 13:17:23, 0, 0.000, 116, 0.093, 767, 61.8, 3578, 2.883, 116, 0.093, 132.988
2022-04-06 13:17:28, 0, 0.000, 119, 0.096, 767, 61.8, 3575, 2.881, 119, 0.096, 135.540
2022-04-06 13:17:33, 0, 0.000, 110, 0.089, 767, 61.8, 3574, 2.880, 110, 0.089, 127.883
2022-04-06 13:17:38, 0, 0.000, 81, 0.065, 768, 61.9, 3574, 2.880, 81, 0.065, 103.213
2022-04-06 13:17:43, 0, 0.000, 63, 0.051, 768, 61.9, 3571, 2.878, 63, 0.051, 87.900, *
2022-04-06 13:17:48, 0, 0.000, 64, 0.052, 768, 61.9, 3571, 2.878, 64, 0.052, 88.751, *
2022-04-06 13:17:53, 0, 0.000, 68, 0.055, 769, 62.0, 3570, 2.877, 68, 0.055, 92.154, *
2022-04-06 13:17:58, 0, 0.000, 73, 0.059, 769, 62.0, 3572, 2.879, 73, 0.059, 96.407, *
2022-04-06 13:18:03, 0, 0.000, 72, 0.058, 770, 62.1, 3569, 2.876, 72, 0.058, 95.557, *
2022-04-06 13:18:08, 0, 0.000, 78, 0.063, 770, 62.1, 3571, 2.878, 78, 0.063, 100.661
2022-04-06 13:18:13, 0, 0.000, 120, 0.097, 771, 62.1, 3570, 2.877, 120, 0.097, 136.390
2022-04-06 13:18:18, 0, 0.000, 131, 0.106, 771, 62.1, 3569, 2.876, 131, 0.106, 145.748
2022-04-06 13:18:23, 0, 0.000, 156, 0.126, 774, 62.4, 3569, 2.876, 156, 0.126, 167.016
2022-04-06 13:18:28, 0, 0.000, 156, 0.126, 774, 62.4, 3568, 2.875, 156, 0.126, 167.016
2022-04-06 13:18:33, 0, 0.000, 96, 0.077, 774, 62.4, 3566, 2.874, 96, 0.077, 115.974
2022-04-06 13:18:38, 0, 0.000, 129, 0.104, 774, 62.4, 3568, 2.875, 129, 0.104, 144.047
2022-04-06 13:18:43, 0, 0.000, 144, 0.116, 776, 62.5, 3566, 2.874, 144, 0.116, 156.807
2022-04-06 13:18:48, 0, 0.000, 136, 0.110, 776, 62.5, 3566, 2.874, 136, 0.110, 150.002
2022-04-06 13:18:53, 0, 0.000, 105, 0.085, 777, 62.6, 3567, 2.875, 105, 0.085, 123.630
2022-04-06 13:18:58, 0, 0.000, 85, 0.068, 779, 62.8, 3565, 2.873, 85, 0.068, 106.616
2022-04-06 13:19:03, 0, 0.000, 81, 0.065, 778, 62.7, 3507, 2.826, 81, 0.065, 103.213
2022-04-06 13:19:08, 0, 0.000, 98, 0.079, 779, 62.8, 3564, 2.872, 98, 0.079, 117.675
2022-04-06 13:19:13, 0, 0.000, 111, 0.089, 780, 62.9, 3565, 2.873, 111, 0.089, 128.734
2022-04-06 13:19:18, 0, 0.000, 156, 0.126, 780, 62.9, 3562, 2.870, 156, 0.126, 167.016
2022-04-06 13:19:23, 0, 0.000, 131, 0.106, 781, 62.9, 3564, 2.872, 131, 0.106, 145.748
2022-04-06 13:19:28, 0, 0.000, 79, 0.064, 782, 63.0, 3546, 2.858, 79, 0.064, 101.512
2022-04-06 13:19:33, 0, 0.000, 78, 0.063, 781, 62.9, 3471, 2.797, 78, 0.063, 100.661
2022-04-06 13:19:38, 0, 0.000, 94, 0.076, 783, 63.1, 3545, 2.857, 94, 0.076, 114.272
2022-04-06 13:19:43, 0, 0.000, 104, 0.084, 783, 63.1, 3538, 2.851, 104, 0.084, 122.779
2022-04-06 13:19:48, 0, 0.000, 106, 0.085, 784, 63.2, 3546, 2.858, 106, 0.085, 124.481
2022-04-06 13:19:53, 0, 0.000, 532, 0.429, 783, 63.1, 3548, 2.859, 532, 0.429, 486.880
2022-04-06 13:19:58, 0, 0.000, 57, 0.046, 784, 63.2, 3541, 2.854, 57, 0.046, 82.796, *
2022-04-06 13:20:03, 0, 0.000, 67, 0.054, 783, 63.1, 3539, 2.852, 67, 0.054, 91.303, *
2022-04-06 13:20:08, 0, 0.000, 65, 0.052, 784, 63.2, 3541, 2.854, 65, 0.052, 89.602, *
2022-04-06 13:20:13, 0, 0.000, 92, 0.074, 784, 63.2, 3541, 2.854, 92, 0.074, 112.571
2022-04-06 13:20:18, 0, 0.000, 67, 0.054, 784, 63.2, 3539, 2.852, 67, 0.054, 91.303, *
2022-04-06 13:20:23, 0, 0.000, 89, 0.072, 784, 63.2, 3522, 2.838, 89, 0.072, 110.019
2022-04-06 13:20:28, 0, 0.000, 124, 0.100, 785, 63.3, 3512, 2.830, 124, 0.100, 139.793
2022-04-06 13:20:33, 0, 0.000, 89, 0.072, 785, 63.3, 3538, 2.851, 89, 0.072, 110.019
2022-04-06 13:20:38, 0, 0.000, 89, 0.072, 786, 63.3, 3537, 2.850, 89, 0.072, 110.019
2022-04-06 13:20:44, 0, 0.000, 112, 0.090, 784, 63.2, 3502, 2.822, 112, 0.090, 129.585
2022-04-06 13:20:48, 0, 0.000, 93, 0.075, 784, 63.2, 3474, 2.800, 93, 0.075, 113.422
2022-04-06 13:20:53, 90, 0.073, 859, 0.692, 786, 63.3, 3488, 2.811, 769, 0.620, 688.496
2022-04-06 13:20:58, 143, 0.115, 2164, 1.744, 786, 63.3, 3531, 2.845, 2021, 1.629, 1753.575
2022-04-06 13:21:03, 0, 0.000, 932, 0.751, 785, 63.3, 3536, 2.850, 932, 0.751, 827.160
2022-04-06 13:21:08, 0, 0.000, 3953, 3.186, 785, 63.3, 3535, 2.849, 3953, 3.186, 3397.131
2022-04-06 13:21:13, 0, 0.000, 819, 0.660, 786, 63.3, 3537, 2.850, 819, 0.660, 731.031
2022-04-06 13:21:18, 0, 0.000, 0, 0.000, 791, 63.7, 3528, 2.843, 0, 0.000, 34.306, *
2022-04-06 13:21:23, 0, 0.000, 0, 0.000, 790, 63.7, 3530, 2.845, 0, 0.000, 34.306, *
2022-04-06 13:21:28, 0, 0.000, 0, 0.000, 789, 63.6, 3394, 2.735, 0, 0.000, 34.306, *
2022-04-06 13:21:33, 0, 0.000, 0, 0.000, 794, 64.0, 3537, 2.850, 0, 0.000, 34.306, *
2022-04-06 13:21:38, 0, 0.000, 0, 0.000, 794, 64.0, 3532, 2.846, 0, 0.000, 34.306, *
2022-04-06 13:21:43, 0, 0.000, 0, 0.000, 795, 64.1, 3526, 2.841, 0, 0.000, 34.306, *
2022-04-06 13:21:48, 0, 0.000, 0, 0.000, 795, 64.1, 3532, 2.846, 0, 0.000, 34.306, *
2022-04-06 13:21:53, 0, 0.000, 0, 0.000, 797, 64.2, 3533, 2.847, 0, 0.000, 34.306, *
2022-04-06 13:21:58, 0, 0.000, 0, 0.000, 797, 64.2, 3469, 2.796, 0, 0.000, 34.306, *
2022-04-06 13:22:03, 0, 0.000, 0, 0.000, 800, 64.5, 3529, 2.844, 0, 0.000, 34.306, *
2022-04-06 13:22:08, 0, 0.000, 0, 0.000, 802, 64.6, 3530, 2.845, 0, 0.000, 34.306, *
2022-04-06 13:22:13, 0, 0.000, 0, 0.000, 801, 64.5, 3529, 2.844, 0, 0.000, 34.306, *
2022-04-06 13:22:18, 0, 0.000, 0, 0.000, 802, 64.6, 3527, 2.842, 0, 0.000, 34.306, *
2022-04-06 13:22:23, 0, 0.000, 0, 0.000, 804, 64.8, 3526, 2.841, 0, 0.000, 34.306, *
2022-04-06 13:22:28, 0, 0.000, 0, 0.000, 804, 64.8, 3527, 2.842, 0, 0.000, 34.306, *
2022-04-06 13:22:33, 0, 0.000, 0, 0.000, 806, 65.0, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:22:38, 0, 0.000, 0, 0.000, 808, 65.1, 3525, 2.841, 0, 0.000, 34.306, *
2022-04-06 13:22:43, 0, 0.000, 0, 0.000, 807, 65.0, 3517, 2.834, 0, 0.000, 34.306, *
2022-04-06 13:22:48, 0, 0.000, 0, 0.000, 809, 65.2, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:22:53, 0, 0.000, 0, 0.000, 809, 65.2, 3462, 2.790, 0, 0.000, 34.306, *
2022-04-06 13:22:58, 0, 0.000, 0, 0.000, 810, 65.3, 3522, 2.838, 0, 0.000, 34.306, *
2022-04-06 13:23:03, 0, 0.000, 0, 0.000, 813, 65.5, 3521, 2.837, 0, 0.000, 34.306, *
2022-04-06 13:23:08, 0, 0.000, 0, 0.000, 811, 65.4, 3512, 2.830, 0, 0.000, 34.306, *
2022-04-06 13:23:13, 0, 0.000, 0, 0.000, 814, 65.6, 3520, 2.837, 0, 0.000, 34.306, *
2022-04-06 13:23:18, 0, 0.000, 0, 0.000, 816, 65.8, 3488, 2.811, 0, 0.000, 34.306, *
2022-04-06 13:23:23, 0, 0.000, 0, 0.000, 815, 65.7, 3517, 2.834, 0, 0.000, 34.306, *
2022-04-06 13:23:28, 0, 0.000, 0, 0.000, 816, 65.8, 3522, 2.838, 0, 0.000, 34.306, *
2022-04-06 13:23:33, 0, 0.000, 0, 0.000, 816, 65.8, 3521, 2.837, 0, 0.000, 34.306, *
2022-04-06 13:23:38, 0, 0.000, 0, 0.000, 817, 65.8, 3465, 2.792, 0, 0.000, 34.306, *
2022-04-06 13:23:43, 0, 0.000, 0, 0.000, 819, 66.0, 3520, 2.837, 0, 0.000, 34.306, *
2022-04-06 13:23:48, 0, 0.000, 0, 0.000, 820, 66.1, 3521, 2.837, 0, 0.000, 34.306, *
2022-04-06 13:23:53, 0, 0.000, 0, 0.000, 822, 66.2, 3513, 2.831, 0, 0.000, 34.306, *
2022-04-06 13:23:58, 0, 0.000, 0, 0.000, 823, 66.3, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:24:03, 0, 0.000, 0, 0.000, 823, 66.3, 3515, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:24:08, 0, 0.000, 0, 0.000, 825, 66.5, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:24:13, 0, 0.000, 0, 0.000, 826, 66.6, 3517, 2.834, 0, 0.000, 34.306, *
2022-04-06 13:24:18, 0, 0.000, 0, 0.000, 828, 66.7, 3515, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:24:23, 0, 0.000, 2, 0.002, 828, 66.7, 3455, 2.784, 2, 0.002, 36.008, *
2022-04-06 13:24:28, 0, 0.000, 0, 0.000, 830, 66.9, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:24:33, 0, 0.000, 0, 0.000, 830, 66.9, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:24:38, 0, 0.000, 0, 0.000, 832, 67.0, 3511, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:24:43, 0, 0.000, 0, 0.000, 832, 67.0, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:24:48, 0, 0.000, 0, 0.000, 835, 67.3, 3512, 2.830, 0, 0.000, 34.306, *
2022-04-06 13:24:53, 0, 0.000, 0, 0.000, 834, 67.2, 3457, 2.786, 0, 0.000, 34.306, *
2022-04-06 13:24:58, 0, 0.000, 0, 0.000, 836, 67.4, 3511, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:25:03, 0, 0.000, 0, 0.000, 838, 67.5, 3513, 2.831, 0, 0.000, 34.306, *
2022-04-06 13:25:08, 0, 0.000, 0, 0.000, 837, 67.5, 3508, 2.827, 0, 0.000, 34.306, *
2022-04-06 13:25:13, 0, 0.000, 0, 0.000, 840, 67.7, 3509, 2.828, 0, 0.000, 34.306, *
2022-04-06 13:25:18, 0, 0.000, 0, 0.000, 840, 67.7, 3512, 2.830, 0, 0.000, 34.306, *
2022-04-06 13:25:23, 5, 0.004, 11, 0.009, 843, 67.9, 3508, 2.827, 6, 0.005, 39.410, *
2022-04-06 13:25:28, 0, 0.000, 0, 0.000, 841, 67.8, 3512, 2.830, 0, 0.000, 34.306, *
2022-04-06 13:25:33, 0, 0.000, 0, 0.000, 844, 68.0, 3507, 2.826, 0, 0.000, 34.306, *
2022-04-06 13:25:38, 0, 0.000, 0, 0.000, 844, 68.0, 3508, 2.827, 0, 0.000, 34.306, *
2022-04-06 13:25:43, 0, 0.000, 0, 0.000, 844, 68.0, 3506, 2.825, 0, 0.000, 34.306, *
2022-04-06 13:25:48, 0, 0.000, 0, 0.000, 845, 68.1, 3507, 2.826, 0, 0.000, 34.306, *
2022-04-06 13:25:53, 0, 0.000, 0, 0.000, 846, 68.2, 3517, 2.834, 0, 0.000, 34.306, *
2022-04-06 13:25:58, 0, 0.000, 0, 0.000, 847, 68.3, 3515, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:26:03, 0, 0.000, 0, 0.000, 847, 68.3, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:26:08, 0, 0.000, 0, 0.000, 848, 68.3, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:26:13, 0, 0.000, 0, 0.000, 848, 68.3, 3516, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:26:18, 0, 0.000, 0, 0.000, 848, 68.3, 3513, 2.831, 0, 0.000, 34.306, *
2022-04-06 13:26:23, 0, 0.000, 0, 0.000, 849, 68.4, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:26:28, 0, 0.000, 0, 0.000, 850, 68.5, 3515, 2.833, 0, 0.000, 34.306, *
2022-04-06 13:26:33, 0, 0.000, 0, 0.000, 851, 68.6, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:26:38, 0, 0.000, 0, 0.000, 851, 68.6, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:26:43, 0, 0.000, 0, 0.000, 853, 68.7, 3514, 2.832, 0, 0.000, 34.306, *
2022-04-06 13:26:48, 0, 0.000, 0, 0.000, 853, 68.7, 3456, 2.785, 0, 0.000, 34.306, *
2022-04-06 13:26:53, 0, 0.000, 0, 0.000, 854, 68.8, 3510, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:26:58, 0, 0.000, 0, 0.000, 855, 68.9, 3510, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:27:03, 0, 0.000, 0, 0.000, 857, 69.1, 3510, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:27:08, 0, 0.000, 0, 0.000, 855, 68.9, 3511, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:27:13, 0, 0.000, 0, 0.000, 858, 69.1, 3509, 2.828, 0, 0.000, 34.306, *
2022-04-06 13:27:18, 0, 0.000, 0, 0.000, 857, 69.1, 3399, 2.739, 0, 0.000, 34.306, *
2022-04-06 13:27:23, 0, 0.000, 0, 0.000, 859, 69.2, 3511, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:27:28, 0, 0.000, 0, 0.000, 860, 69.3, 3511, 2.829, 0, 0.000, 34.306, *
2022-04-06 13:27:33, 0, 0.000, 0, 0.000, 860, 69.3, 3507, 2.826, 0, 0.000, 34.306, *
2022-04-06 13:27:38, 0, 0.000, 0, 0.000, 861, 69.4, 3491, 2.813, 0, 0.000, 34.306, *
2022-04-06 13:27:43, 0, 0.000, 0, 0.000, 863, 69.5, 3487, 2.810, 0, 0.000, 34.306, *
2022-04-06 13:27:48, 0, 0.000, 0, 0.000, 862, 69.5, 3385, 2.728, 0, 0.000, 34.306, *
2022-04-06 13:27:53, 0, 0.000, 0, 0.000, 863, 69.5, 3464, 2.792, 0, 0.000, 34.306, *
2022-04-06 13:27:58, 0, 0.000, 0, 0.000, 863, 69.5, 3496, 2.817, 0, 0.000, 34.306, *
