#time, dark_ADC, dark_V, active_ADC, active_V, temp_ADC, temp_F, batt_ADC, batt_V, diff_ADC, diff_V
2022-04-06 17:36:24, 0, 0.000, 0, 0.000, 725, 58.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:36:39, 0, 0.000, 0, 0.000, 725, 58.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:36:54, 0, 0.000, 0, 0.000, 725, 58.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:37:09, 0, 0.000, 0, 0.000, 724, 58.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:37:24, 0, 0.000, 0, 0.000, 723, 58.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:37:39, 0, 0.000, 0, 0.000, 723, 58.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:37:54, 0, 0.000, 0, 0.000, 721, 58.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:38:09, 0, 0.000, 0, 0.000, 721, 58.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:38:24, 0, 0.000, 0, 0.000, 722, 58.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:38:39, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:38:54, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:39:09, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:39:24, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:39:39, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:39:54, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:40:09, 0, 0.000, 0, 0.000, 719, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:40:24, 0, 0.000, 0, 0.000, 720, 58.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:40:39, 0, 0.000, 0, 0.000, 718, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:40:54, 0, 0.000, 0, 0.000, 718, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:41:09, 0, 0.000, 0, 0.000, 718, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:41:24, 0, 0.000, 0, 0.000, 718, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:41:39, 0, 0.000, 0, 0.000, 718, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:41:54, 111, 0.089, 117, 0.094, 717, 57.8, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 17:42:09, 126, 0.102, 131, 0.106, 718, 57.9, 4095, 3.300, 5, 0.004, 38.560, *
2022-04-06 17:42:24, 149, 0.120, 154, 0.124, 718, 57.9, 4095, 3.300, 5, 0.004, 38.560, *
2022-04-06 17:42:39, 130, 0.105, 134, 0.108, 717, 57.8, 4095, 3.300, 4, 0.003, 37.709, *
2022-04-06 17:42:54, 0, 0.000, 0, 0.000, 716, 57.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:43:09, 0, 0.000, 0, 0.000, 716, 57.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:43:24, 145, 0.117, 151, 0.122, 716, 57.7, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 17:43:39, 147, 0.118, 153, 0.123, 716, 57.7, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 17:43:54, 144, 0.116, 148, 0.119, 717, 57.8, 4095, 3.300, 4, 0.003, 37.709, *
2022-04-06 17:44:09, 143, 0.115, 148, 0.119, 716, 57.7, 4095, 3.300, 5, 0.004, 38.560, *
2022-04-06 17:44:24, 97, 0.078, 103, 0.083, 717, 57.8, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 17:44:39, 99, 0.080, 105, 0.085, 716, 57.7, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 17:44:54, 143, 0.115, 145, 0.117, 715, 57.6, 4095, 3.300, 2, 0.002, 36.008, *
2022-04-06 17:45:09, 144, 0.116, 149, 0.120, 716, 57.7, 4095, 3.300, 5, 0.004, 38.560, *
2022-04-06 17:45:24, 144, 0.116, 148, 0.119, 715, 57.6, 4095, 3.300, 4, 0.003, 37.709, *
2022-04-06 17:45:39, 119, 0.096, 111, 0.089, 715, 57.6, 4095, 3.300, -8, -0.006, 27.501, *
2022-04-06 17:45:54, 0, 0.000, 0, 0.000, 716, 57.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:46:09, 0, 0.000, 0, 0.000, 716, 57.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:46:24, 0, 0.000, 0, 0.000, 714, 57.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:46:39, 0, 0.000, 0, 0.000, 714, 57.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:46:54, 0, 0.000, 0, 0.000, 715, 57.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:47:09, 11, 0.009, 19, 0.015, 715, 57.6, 4095, 3.300, 8, 0.006, 41.112, *
2022-04-06 17:47:24, 112, 0.090, 120, 0.097, 717, 57.8, 4095, 3.300, 8, 0.006, 41.112, *
2022-04-06 17:47:39, 57, 0.046, 68, 0.055, 715, 57.6, 4095, 3.300, 11, 0.009, 43.664, *
2022-04-06 17:47:54, 102, 0.082, 110, 0.089, 715, 57.6, 4095, 3.300, 8, 0.006, 41.112, *
2022-04-06 17:48:09, 8, 0.006, 8, 0.006, 715, 57.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:48:24, 46, 0.037, 49, 0.039, 716, 57.7, 4095, 3.300, 3, 0.002, 36.858, *
2022-04-06 17:48:39, 75, 0.060, 80, 0.064, 715, 57.6, 4095, 3.300, 5, 0.004, 38.560, *
2022-04-06 17:48:54, 71, 0.057, 79, 0.064, 715, 57.6, 4095, 3.300, 8, 0.006, 41.112, *
2022-04-06 17:49:09, 4, 0.003, 39, 0.031, 716, 57.7, 4095, 3.300, 35, 0.028, 64.081, *
2022-04-06 17:49:22, 0, 0.000, 0, 0.000, 710, 57.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:49:37, 0, 0.000, 0, 0.000, 709, 57.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:49:52, 3583, 2.887, 3603, 2.904, 708, 57.1, 4095, 3.300, 20, 0.016, 51.320, *
2022-04-06 17:50:07, 3530, 2.845, 3532, 2.846, 708, 57.1, 4095, 3.300, 2, 0.002, 36.008, *
2022-04-06 17:50:22, 1949, 1.571, 3492, 2.814, 711, 57.3, 4095, 3.300, 1543, 1.243, 1346.939
2022-04-06 17:50:37, 1331, 1.073, 3006, 2.422, 711, 57.3, 4095, 3.300, 1675, 1.350, 1459.232
2022-04-06 17:50:52, 1308, 1.054, 2921, 2.354, 712, 57.4, 4095, 3.300, 1613, 1.300, 1406.488
2022-04-06 17:51:07, 2318, 1.868, 2500, 2.015, 713, 57.5, 4047, 3.261, 182, 0.147, 189.134
2022-04-06 17:51:22, 1313, 1.058, 3474, 2.800, 716, 57.7, 4095, 3.300, 2161, 1.741, 1872.673
2022-04-06 17:51:37, 1554, 1.252, 1639, 1.321, 715, 57.6, 3997, 3.221, 85, 0.068, 106.616
2022-04-06 17:51:52, 1732, 1.396, 1933, 1.558, 720, 58.0, 4095, 3.300, 201, 0.162, 205.297
2022-04-06 17:52:07, 1631, 1.314, 1856, 1.496, 719, 57.9, 4046, 3.261, 225, 0.181, 225.714
2022-04-06 17:52:22, 1840, 1.483, 2042, 1.646, 723, 58.3, 4095, 3.300, 202, 0.163, 206.148
2022-04-06 17:52:37, 1716, 1.383, 1919, 1.546, 726, 58.5, 4095, 3.300, 203, 0.164, 206.999
2022-04-06 17:52:52, 1672, 1.347, 1876, 1.512, 728, 58.7, 4095, 3.300, 204, 0.164, 207.849
2022-04-06 17:53:07, 2263, 1.824, 2285, 1.841, 731, 58.9, 4095, 3.300, 22, 0.018, 53.022, *
2022-04-06 17:53:24, 2519, 2.030, 2741, 2.209, 740, 59.6, 4095, 3.300, 222, 0.179, 223.162
2022-04-06 17:53:39, 2129, 1.716, 2335, 1.882, 741, 59.7, 4095, 3.300, 206, 0.166, 209.551
2022-04-06 17:53:54, 1432, 1.154, 1653, 1.332, 742, 59.8, 4095, 3.300, 221, 0.178, 222.311
2022-04-06 17:54:09, 1127, 0.908, 1343, 1.082, 743, 59.9, 4095, 3.300, 216, 0.174, 218.058
2022-04-06 17:54:24, 1104, 0.890, 1324, 1.067, 744, 60.0, 4095, 3.300, 220, 0.177, 221.461
2022-04-06 17:54:39, 1104, 0.890, 1324, 1.067, 744, 60.0, 4095, 3.300, 220, 0.177, 221.461
2022-04-06 17:54:54, 1572, 1.267, 1538, 1.239, 743, 59.9, 4095, 3.300, -34, -0.027, 5.382, *
2022-04-06 17:55:09, 1138, 0.917, 1508, 1.215, 743, 59.9, 4095, 3.300, 370, 0.298, 349.066
2022-04-06 17:55:24, 991, 0.799, 1400, 1.128, 742, 59.8, 4095, 3.300, 409, 0.330, 382.243
2022-04-06 17:55:39, 978, 0.788, 1727, 1.392, 741, 59.7, 4095, 3.300, 749, 0.604, 671.482
2022-04-06 17:55:54, 1285, 1.036, 1643, 1.324, 740, 59.6, 4095, 3.300, 358, 0.288, 338.858
2022-04-06 17:56:09, 1171, 0.944, 1538, 1.239, 739, 59.6, 4095, 3.300, 367, 0.296, 346.514
2022-04-06 17:56:24, 1135, 0.915, 1508, 1.215, 738, 59.5, 4095, 3.300, 373, 0.301, 351.618
2022-04-06 17:56:39, 1154, 0.930, 1560, 1.257, 736, 59.3, 4095, 3.300, 406, 0.327, 379.691
2022-04-06 17:56:54, 1561, 1.258, 1940, 1.563, 735, 59.2, 4095, 3.300, 379, 0.305, 356.722
2022-04-06 17:57:09, 1178, 0.949, 1544, 1.244, 734, 59.2, 4095, 3.300, 366, 0.295, 345.663
2022-04-06 17:57:24, 1697, 1.368, 1696, 1.367, 733, 59.1, 4095, 3.300, -1, -0.001, 33.456, *
2022-04-06 17:57:39, 1976, 1.592, 1864, 1.502, 732, 59.0, 4095, 3.300, -112, -0.090, -60.972, *
2022-04-06 17:57:54, 1160, 0.935, 1574, 1.268, 728, 58.7, 4095, 3.300, 414, 0.334, 386.497
2022-04-06 17:58:09, 1524, 1.228, 1930, 1.555, 726, 58.5, 4095, 3.300, 406, 0.327, 379.691
2022-04-06 17:58:24, 1234, 0.994, 1648, 1.328, 724, 58.3, 4095, 3.300, 414, 0.334, 386.497
2022-04-06 17:58:39, 1641, 1.322, 2054, 1.655, 723, 58.3, 4095, 3.300, 413, 0.333, 385.646
2022-04-06 17:58:54, 2263, 1.824, 2674, 2.155, 721, 58.1, 4095, 3.300, 411, 0.331, 383.945
2022-04-06 17:59:09, 2452, 1.976, 2858, 2.303, 720, 58.0, 4095, 3.300, 406, 0.327, 379.691
2022-04-06 17:59:24, 2373, 1.912, 3024, 2.437, 720, 58.0, 4095, 3.300, 651, 0.525, 588.113
2022-04-06 17:59:39, 2163, 1.743, 1976, 1.592, 720, 58.0, 4095, 3.300, -187, -0.151, -124.775, *
2022-04-06 17:59:54, 3649, 2.941, 3730, 3.006, 720, 58.0, 4095, 3.300, 81, 0.065, 103.213
2022-04-06 18:00:09, 1239, 0.998, 1780, 1.434, 719, 57.9, 4095, 3.300, 541, 0.436, 494.536
2022-04-06 18:00:24, 1294, 1.043, 1829, 1.474, 718, 57.9, 4095, 3.300, 535, 0.431, 489.432
2022-04-06 18:00:39, 1400, 1.128, 1922, 1.549, 716, 57.7, 4095, 3.300, 522, 0.421, 478.373
2022-04-06 18:00:54, 1469, 1.184, 2001, 1.613, 715, 57.6, 4095, 3.300, 532, 0.429, 486.880
2022-04-06 18:01:09, 1564, 1.260, 2090, 1.684, 712, 57.4, 4095, 3.300, 526, 0.424, 481.775
2022-04-06 18:01:24, 1302, 1.049, 1830, 1.475, 710, 57.2, 4095, 3.300, 528, 0.425, 483.477
2022-04-06 18:01:39, 1150, 0.927, 1690, 1.362, 708, 57.1, 4095, 3.300, 540, 0.435, 493.685
2022-04-06 18:01:54, 2099, 1.692, 2117, 1.706, 706, 56.9, 4095, 3.300, 18, 0.015, 49.619, *
2022-04-06 18:02:09, 2360, 1.902, 2449, 1.974, 705, 56.8, 4095, 3.300, 89, 0.072, 110.019
2022-04-06 18:02:24, 2717, 2.190, 2719, 2.191, 703, 56.7, 4095, 3.300, 2, 0.002, 36.008, *
2022-04-06 18:02:39, 2025, 1.632, 2655, 2.140, 701, 56.5, 4095, 3.300, 630, 0.508, 570.248
2022-04-06 18:02:54, 2704, 2.179, 3433, 2.767, 699, 56.3, 4095, 3.300, 729, 0.587, 654.468
2022-04-06 18:03:09, 2850, 2.297, 3631, 2.926, 697, 56.2, 4095, 3.300, 781, 0.629, 698.704
2022-04-06 18:03:24, 2015, 1.624, 2660, 2.144, 694, 55.9, 4095, 3.300, 645, 0.520, 583.009
2022-04-06 18:03:39, 2421, 1.951, 3078, 2.480, 691, 55.7, 4095, 3.300, 657, 0.529, 593.217
2022-04-06 18:03:54, 2455, 1.978, 3137, 2.528, 690, 55.6, 4095, 3.300, 682, 0.550, 614.485
2022-04-06 18:04:09, 2396, 1.931, 3042, 2.451, 689, 55.5, 4095, 3.300, 646, 0.521, 583.860
2022-04-06 18:04:24, 1767, 1.424, 2405, 1.938, 688, 55.4, 4095, 3.300, 638, 0.514, 577.054
2022-04-06 18:04:39, 1816, 1.463, 2461, 1.983, 688, 55.4, 4095, 3.300, 645, 0.520, 583.009
2022-04-06 18:04:54, 1695, 1.366, 2329, 1.877, 687, 55.4, 4095, 3.300, 634, 0.511, 573.651
2022-04-06 18:05:09, 1885, 1.519, 1917, 1.545, 687, 55.4, 4095, 3.300, 32, 0.026, 61.529, *
2022-04-06 18:05:24, 0, 0.000, 0, 0.000, 686, 55.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:05:39, 0, 0.000, 0, 0.000, 685, 55.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:05:54, 0, 0.000, 0, 0.000, 686, 55.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:06:07, 0, 0.000, 0, 0.000, 678, 54.6, 4045, 3.260, 0, 0.000, 34.306, *
2022-04-06 18:06:22, 0, 0.000, 922, 0.743, 676, 54.5, 4095, 3.300, 922, 0.743, 818.653
2022-04-06 18:06:39, 0, 0.000, 0, 0.000, 681, 54.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:06:54, 0, 0.000, 38, 0.031, 679, 54.7, 4095, 3.300, 38, 0.031, 66.633, *
2022-04-06 18:07:09, 0, 0.000, 0, 0.000, 680, 54.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:07:24, 0, 0.000, 0, 0.000, 678, 54.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:07:39, 0, 0.000, 0, 0.000, 677, 54.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:07:54, 0, 0.000, 0, 0.000, 678, 54.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:08:09, 0, 0.000, 0, 0.000, 677, 54.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:08:24, 0, 0.000, 0, 0.000, 676, 54.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:08:39, 0, 0.000, 2, 0.002, 676, 54.5, 4095, 3.300, 2, 0.002, 36.008, *
2022-04-06 18:08:52, 0, 0.000, 0, 0.000, 672, 54.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:09:07, 0, 0.000, 0, 0.000, 671, 54.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:09:22, 0, 0.000, 0, 0.000, 670, 54.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:09:37, 0, 0.000, 0, 0.000, 669, 53.9, 4030, 3.248, 0, 0.000, 34.306, *
2022-04-06 18:09:52, 0, 0.000, 0, 0.000, 670, 54.0, 4035, 3.252, 0, 0.000, 34.306, *
2022-04-06 18:10:07, 0, 0.000, 0, 0.000, 671, 54.1, 4038, 3.254, 0, 0.000, 34.306, *
2022-04-06 18:10:22, 0, 0.000, 0, 0.000, 674, 54.3, 4027, 3.245, 0, 0.000, 34.306, *
2022-04-06 18:10:37, 0, 0.000, 0, 0.000, 676, 54.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:10:54, 0, 0.000, 0, 0.000, 684, 55.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:11:09, 0, 0.000, 0, 0.000, 687, 55.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:11:24, 0, 0.000, 0, 0.000, 687, 55.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:11:39, 0, 0.000, 0, 0.000, 688, 55.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:11:54, 0, 0.000, 0, 0.000, 689, 55.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:12:09, 0, 0.000, 0, 0.000, 690, 55.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:12:24, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:12:39, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:12:54, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:13:09, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:13:24, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:13:39, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:13:54, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:14:09, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:14:24, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:14:39, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:14:54, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:15:09, 0, 0.000, 0, 0.000, 694, 55.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:15:24, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:15:39, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:15:54, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:16:09, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:16:24, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:16:39, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:16:54, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:17:09, 0, 0.000, 0, 0.000, 692, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:17:24, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:17:39, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:17:52, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:18:09, 0, 0.000, 0, 0.000, 693, 55.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:18:24, 0, 0.000, 0, 0.000, 689, 55.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:18:37, 0, 0.000, 0, 0.000, 688, 55.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:18:52, 0, 0.000, 0, 0.000, 688, 55.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:19:07, 0, 0.000, 0, 0.000, 689, 55.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:19:22, 0, 0.000, 0, 0.000, 687, 55.4, 3964, 3.194, 0, 0.000, 34.306, *
2022-04-06 18:19:37, 0, 0.000, 0, 0.000, 691, 55.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:19:52, 0, 0.000, 0, 0.000, 691, 55.7, 4023, 3.242, 0, 0.000, 34.306, *
2022-04-06 18:20:07, 0, 0.000, 0, 0.000, 695, 56.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:20:22, 0, 0.000, 0, 0.000, 698, 56.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:20:37, 0, 0.000, 0, 0.000, 700, 56.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:20:52, 0, 0.000, 0, 0.000, 703, 56.7, 4091, 3.297, 0, 0.000, 34.306, *
2022-04-06 18:21:07, 0, 0.000, 0, 0.000, 704, 56.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:21:22, 0, 0.000, 0, 0.000, 706, 56.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:21:37, 0, 0.000, 0, 0.000, 710, 57.2, 4091, 3.297, 0, 0.000, 34.306, *
2022-04-06 18:21:52, 0, 0.000, 0, 0.000, 715, 57.6, 4094, 3.299, 0, 0.000, 34.306, *
2022-04-06 18:22:07, 0, 0.000, 0, 0.000, 715, 57.6, 4015, 3.236, 0, 0.000, 34.306, *
2022-04-06 18:22:22, 0, 0.000, 0, 0.000, 719, 57.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:22:37, 0, 0.000, 0, 0.000, 721, 58.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:22:52, 0, 0.000, 0, 0.000, 725, 58.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:23:07, 0, 0.000, 0, 0.000, 727, 58.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:23:22, 0, 0.000, 0, 0.000, 731, 58.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:23:37, 0, 0.000, 0, 0.000, 735, 59.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:23:52, 0, 0.000, 0, 0.000, 737, 59.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:24:07, 0, 0.000, 0, 0.000, 740, 59.6, 4094, 3.299, 0, 0.000, 34.306, *
2022-04-06 18:24:22, 0, 0.000, 0, 0.000, 742, 59.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:24:37, 0, 0.000, 0, 0.000, 744, 60.0, 4081, 3.289, 0, 0.000, 34.306, *
2022-04-06 18:24:52, 0, 0.000, 0, 0.000, 749, 60.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:25:07, 0, 0.000, 0, 0.000, 751, 60.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 18:25:22, 0, 0.000, 0, 0.000, 751, 60.5, 3973, 3.202, 0, 0.000, 34.306, *
